DATE,CONTRACT_ID,PERSONAL_ID,BRAND,PREFECTURE,JOIN_FLAG,LEAVE_FLAG
2024-01-04,CT02660,CT02660,B,東京都,1,0
2024-01-04,CT06906,CT06906,A,京都府,1,0
2024-01-04,CT04618,CT04618,A,東京都,1,0
2024-01-05,CT06238,CT06238,A,神奈川県,1,0
2024-01-05,CT01028,CT01028,B,京都府,1,0
2024-01-05,CT01107,CT01107,C,神奈川県,1,0
2024-01-05,CT03505,CT03505,A,福岡県,1,0
2024-01-05,CT03219,CT03219,C,京都府,1,0
2024-01-05,CT06712,CT06712,C,愛知県,1,0
2024-01-05,CT03278,CT03278,C,大阪府,1,0
2024-01-05,CT05766,CT05766,B,大阪府,1,0
2024-01-05,CT02385,CT02385,B,京都府,1,0
2024-01-05,CT03687,CT03687,B,京都府,1,0
2024-01-05,CT04012,CT04012,A,大阪府,1,0
2024-01-05,CT01103,CT01103,C,愛知県,1,0
2024-01-05,CT04770,CT04770,A,北海道,1,0
2024-01-05,CT04029,CT04029,A,東京都,1,0
2024-01-05,CT06141,CT06141,C,大阪府,1,0
2024-01-05,CT04985,CT04985,A,福岡県,1,0
2024-01-05,CT03716,CT03716,C,大阪府,1,0
2024-01-05,CT02741,CT02741,A,北海道,1,0
2024-01-05,CT05594,CT05594,C,京都府,1,0
2024-01-05,CT04521,CT04521,A,神奈川県,1,0
2024-01-05,CT04887,CT04887,A,神奈川県,1,0
2024-01-05,CT06065,CT06065,B,愛知県,1,0
2024-01-05,CT00894,CT00894,B,福岡県,1,0
2024-01-05,CT00743,CT00743,B,神奈川県,1,0
2024-01-05,CT04602,CT04602,A,大阪府,1,0
2024-01-05,CT06831,CT06831,A,東京都,1,0
2024-01-05,CT01081,CT01081,C,大阪府,1,0
2024-01-05,CT01105,CT01105,B,東京都,1,0
2024-01-06,CT06445,CT06445,C,東京都,1,0
2024-01-06,CT00083,CT00083,A,神奈川県,1,0
2024-01-06,CT01520,CT01520,B,東京都,1,0
2024-01-06,CT05653,CT05653,C,大阪府,1,0
2024-01-06,CT04999,CT04999,C,北海道,1,0
2024-01-06,CT02468,CT02468,C,北海道,1,0
2024-01-06,CT03694,CT03694,B,福岡県,1,0
2024-01-06,CT05994,CT05994,B,北海道,1,0
2024-01-06,CT03760,CT03760,A,大阪府,1,0
2024-01-06,CT04286,CT04286,C,大阪府,1,0
2024-01-06,CT06457,CT06457,B,北海道,1,0
2024-01-06,CT02227,CT02227,A,大阪府,1,0
2024-01-06,CT03365,CT03365,A,東京都,1,0
2024-01-06,CT04723,CT04723,A,大阪府,1,0
2024-01-06,CT01626,CT01626,B,神奈川県,1,0
2024-01-06,CT00620,CT00620,A,愛知県,1,0
2024-01-06,CT04837,CT04837,A,京都府,1,0
2024-01-06,CT05752,CT05752,B,愛知県,1,0
2024-01-06,CT05823,CT05823,A,神奈川県,1,0
2024-01-06,CT03251,CT03251,B,神奈川県,1,0
2024-01-06,CT06259,CT06259,B,大阪府,1,0
2024-01-06,CT00271,CT00271,A,大阪府,1,0
2024-01-06,CT03021,CT03021,C,北海道,1,0
2024-01-06,CT05464,CT05464,B,京都府,1,0
2024-01-06,CT05437,CT05437,C,東京都,1,0
2024-01-06,CT01742,CT01742,C,福岡県,1,0
2024-01-06,CT03304,CT03304,C,愛知県,1,0
2024-01-06,CT04062,CT04062,A,大阪府,1,0
2024-01-06,CT03025,CT03025,C,北海道,1,0
2024-01-06,CT03068,CT03068,B,大阪府,1,0
2024-01-06,CT06493,CT06493,A,東京都,1,0
2024-01-06,CT00740,CT00740,C,京都府,1,0
2024-01-06,CT05089,CT05089,A,北海道,1,0
2024-01-06,CT05792,CT05792,B,愛知県,1,0
2024-01-06,CT00376,CT00376,C,京都府,1,0
2024-01-06,CT02320,CT02320,C,大阪府,1,0
2024-01-06,CT05447,CT05447,A,東京都,1,0
2024-01-07,CT03506,CT03506,C,大阪府,1,0
2024-01-07,CT00170,CT00170,A,愛知県,1,0
2024-01-07,CT04611,CT04611,A,愛知県,1,0
2024-01-07,CT01221,CT01221,A,神奈川県,1,0
2024-01-07,CT02233,CT02233,C,東京都,1,0
2024-01-07,CT06895,CT06895,A,東京都,1,0
2024-01-07,CT04803,CT04803,A,東京都,1,0
2024-01-07,CT01161,CT01161,B,東京都,1,0
2024-01-07,CT03792,CT03792,A,京都府,1,0
2024-01-07,CT00793,CT00793,A,東京都,1,0
2024-01-07,CT06529,CT06529,B,京都府,1,0
2024-01-07,CT06849,CT06849,C,愛知県,1,0
2024-01-07,CT03960,CT03960,C,愛知県,1,0
2024-01-07,CT05188,CT05188,A,東京都,1,0
2024-01-07,CT04000,CT04000,A,愛知県,1,0
2024-01-07,CT01577,CT01577,A,東京都,1,0
2024-01-07,CT06744,CT06744,A,京都府,1,0
2024-01-07,CT01681,CT01681,C,大阪府,1,0
2024-01-07,CT00374,CT00374,C,神奈川県,1,0
2024-01-07,CT00533,CT00533,A,北海道,1,0
2024-01-07,CT05844,CT05844,C,京都府,1,0
2024-01-07,CT01924,CT01924,C,神奈川県,1,0
2024-01-07,CT02982,CT02982,C,京都府,1,0
2024-01-07,CT02823,CT02823,A,東京都,1,0
2024-01-07,CT05476,CT05476,A,京都府,1,0
2024-01-07,CT00178,CT00178,A,大阪府,1,0
2024-01-07,CT06481,CT06481,A,愛知県,1,0
2024-01-07,CT05294,CT05294,A,京都府,1,0
2024-01-07,CT06430,CT06430,C,愛知県,1,0
2024-01-07,CT00001,CT00001,C,東京都,1,0
2024-01-07,CT03822,CT03822,C,福岡県,1,0
2024-01-07,CT03798,CT03798,B,愛知県,1,0
2024-01-07,CT06215,CT06215,C,大阪府,1,0
2024-01-08,CT05136,CT05136,C,北海道,1,0
2024-01-08,CT05125,CT05125,A,東京都,1,0
2024-01-08,CT03158,CT03158,C,神奈川県,1,0
2024-01-08,CT04840,CT04840,A,大阪府,1,0
2024-01-08,CT00836,CT00836,C,東京都,1,0
2024-01-08,CT03295,CT03295,A,大阪府,1,0
2024-01-08,CT06287,CT06287,C,神奈川県,1,0
2024-01-08,CT03300,CT03300,B,大阪府,1,0
2024-01-08,CT02144,CT02144,C,福岡県,1,0
2024-01-08,CT06217,CT06217,B,愛知県,1,0
2024-01-08,CT04944,CT04944,A,神奈川県,1,0
2024-01-08,CT01400,CT01400,C,東京都,1,0
2024-01-08,CT05586,CT05586,A,神奈川県,1,0
2024-01-08,CT01653,CT01653,A,神奈川県,1,0
2024-01-08,CT04902,CT04902,C,東京都,1,0
2024-01-08,CT03103,CT03103,C,大阪府,1,0
2024-01-08,CT05241,CT05241,C,大阪府,1,0
2024-01-08,CT03797,CT03797,C,東京都,1,0
2024-01-08,CT00183,CT00183,C,神奈川県,1,0
2024-01-08,CT01647,CT01647,A,北海道,1,0
2024-01-08,CT03236,CT03236,B,東京都,1,0
2024-01-08,CT01509,CT01509,B,京都府,1,0
2024-01-08,CT05099,CT05099,B,大阪府,1,0
2024-01-08,CT06083,CT06083,A,神奈川県,1,0
2024-01-08,CT01274,CT01274,A,京都府,1,0
2024-01-08,CT04805,CT04805,C,大阪府,1,0
2024-01-08,CT01640,CT01640,C,京都府,1,0
2024-01-08,CT04206,CT04206,B,北海道,1,0
2024-01-08,CT06082,CT06082,C,神奈川県,1,0
2024-01-08,CT01239,CT01239,B,愛知県,1,0
2024-01-08,CT00270,CT00270,A,福岡県,1,0
2024-01-08,CT03439,CT03439,B,大阪府,1,0
2024-01-08,CT06753,CT06753,A,東京都,1,0
2024-01-08,CT06765,CT06765,C,北海道,1,0
2024-01-08,CT06774,CT06774,C,愛知県,1,0
2024-01-08,CT03615,CT03615,A,東京都,1,0
2024-01-08,CT06844,CT06844,B,神奈川県,1,0
2024-01-08,CT01499,CT01499,C,大阪府,1,0
2024-01-08,CT00302,CT00302,B,神奈川県,1,0
2024-01-08,CT02688,CT02688,B,愛知県,1,0
2024-01-08,CT03207,CT03207,C,大阪府,1,0
2024-01-09,CT05646,CT05646,C,京都府,1,0
2024-01-09,CT02346,CT02346,A,福岡県,1,0
2024-01-09,CT06686,CT06686,C,福岡県,1,0
2024-01-09,CT04786,CT04786,A,愛知県,1,0
2024-01-09,CT01597,CT01597,B,福岡県,1,0
2024-01-09,CT05147,CT05147,A,大阪府,1,0
2024-01-09,CT02953,CT02953,B,大阪府,1,0
2024-01-09,CT04627,CT04627,A,北海道,1,0
2024-01-09,CT05331,CT05331,A,福岡県,1,0
2024-01-09,CT06536,CT06536,B,京都府,1,0
2024-01-09,CT01030,CT01030,A,京都府,1,0
2024-01-09,CT05172,CT05172,C,東京都,1,0
2024-01-09,CT05838,CT05838,A,北海道,1,0
2024-01-09,CT02293,CT02293,A,北海道,1,0
2024-01-09,CT05897,CT05897,B,北海道,1,0
2024-01-09,CT05035,CT05035,B,大阪府,1,0
2024-01-09,CT04831,CT04831,C,京都府,1,0
2024-01-09,CT05102,CT05102,C,神奈川県,1,0
2024-01-09,CT01642,CT01642,A,大阪府,1,0
2024-01-09,CT04307,CT04307,C,神奈川県,1,0
2024-01-09,CT06856,CT06856,C,愛知県,1,0
2024-01-09,CT01275,CT01275,A,神奈川県,1,0
2024-01-09,CT04019,CT04019,A,北海道,1,0
2024-01-09,CT01286,CT01286,A,神奈川県,1,0
2024-01-09,CT04124,CT04124,A,愛知県,1,0
2024-01-09,CT06113,CT06113,C,福岡県,1,0
2024-01-09,CT04860,CT04860,B,大阪府,1,0
2024-01-09,CT02789,CT02789,C,福岡県,1,0
2024-01-09,CT02573,CT02573,A,大阪府,1,0
2024-01-09,CT00038,CT00038,A,福岡県,1,0
2024-01-09,CT02173,CT02173,B,京都府,1,0
2024-01-09,CT01556,CT01556,A,福岡県,1,0
2024-01-09,CT03340,CT03340,C,愛知県,1,0
2024-01-09,CT02348,CT02348,A,東京都,1,0
2024-01-09,CT02384,CT02384,B,東京都,1,0
2024-01-09,CT06889,CT06889,B,愛知県,1,0
2024-01-10,CT02755,CT02755,B,東京都,1,0
2024-01-10,CT04447,CT04447,A,愛知県,1,0
2024-01-10,CT02771,CT02771,B,大阪府,1,0
2024-01-10,CT00647,CT00647,B,愛知県,1,0
2024-01-10,CT00758,CT00758,B,神奈川県,1,0
2024-01-10,CT03919,CT03919,A,神奈川県,1,0
2024-01-10,CT02111,CT02111,A,京都府,1,0
2024-01-10,CT00175,CT00175,A,愛知県,1,0
2024-01-10,CT02524,CT02524,C,北海道,1,0
2024-01-10,CT06333,CT06333,A,京都府,1,0
2024-01-10,CT06717,CT06717,A,京都府,1,0
2024-01-10,CT00185,CT00185,C,神奈川県,1,0
2024-01-10,CT02885,CT02885,A,東京都,1,0
2024-01-10,CT02392,CT02392,A,東京都,1,0
2024-01-10,CT03608,CT03608,B,東京都,1,0
2024-01-10,CT01205,CT01205,B,京都府,1,0
2024-01-10,CT00428,CT00428,A,愛知県,1,0
2024-01-10,CT06071,CT06071,B,福岡県,1,0
2024-01-10,CT04004,CT04004,A,愛知県,1,0
2024-01-10,CT00719,CT00719,A,大阪府,1,0
2024-01-10,CT01414,CT01414,A,福岡県,1,0
2024-01-10,CT00688,CT00688,C,京都府,1,0
2024-01-10,CT05179,CT05179,C,北海道,1,0
2024-01-10,CT02639,CT02639,B,福岡県,1,0
2024-01-10,CT05274,CT05274,A,北海道,1,0
2024-01-10,CT00507,CT00507,A,東京都,1,0
2024-01-10,CT01684,CT01684,B,北海道,1,0
2024-01-10,CT00950,CT00950,C,北海道,1,0
2024-01-10,CT03765,CT03765,B,神奈川県,1,0
2024-01-10,CT05738,CT05738,B,北海道,1,0
2024-01-10,CT02647,CT02647,A,北海道,1,0
2024-01-10,CT04666,CT04666,B,京都府,1,0
2024-01-11,CT06209,CT06209,B,北海道,1,0
2024-01-11,CT03402,CT03402,A,京都府,1,0
2024-01-11,CT03725,CT03725,C,愛知県,1,0
2024-01-11,CT04508,CT04508,A,神奈川県,1,0
2024-01-11,CT06365,CT06365,C,福岡県,1,0
2024-01-11,CT05104,CT05104,C,愛知県,1,0
2024-01-11,CT01461,CT01461,C,京都府,1,0
2024-01-11,CT00163,CT00163,B,大阪府,1,0
2024-01-11,CT01902,CT01902,C,大阪府,1,0
2024-01-11,CT06707,CT06707,A,愛知県,1,0
2024-01-11,CT01602,CT01602,A,大阪府,1,0
2024-01-11,CT00286,CT00286,C,福岡県,1,0
2024-01-11,CT03655,CT03655,C,神奈川県,1,0
2024-01-11,CT01897,CT01897,A,愛知県,1,0
2024-01-11,CT00652,CT00652,C,福岡県,1,0
2024-01-11,CT06203,CT06203,C,愛知県,1,0
2024-01-11,CT05012,CT05012,B,大阪府,1,0
2024-01-11,CT01770,CT01770,A,福岡県,1,0
2024-01-11,CT03303,CT03303,C,福岡県,1,0
2024-01-11,CT03179,CT03179,C,北海道,1,0
2024-01-11,CT04304,CT04304,B,東京都,1,0
2024-01-11,CT00164,CT00164,B,神奈川県,1,0
2024-01-11,CT00659,CT00659,C,大阪府,1,0
2024-01-11,CT02307,CT02307,A,東京都,1,0
2024-01-11,CT02880,CT02880,A,神奈川県,1,0
2024-01-11,CT01282,CT01282,C,福岡県,1,0
2024-01-11,CT02519,CT02519,B,福岡県,1,0
2024-01-11,CT06716,CT06716,C,東京都,1,0
2024-01-11,CT04167,CT04167,C,京都府,1,0
2024-01-11,CT02410,CT02410,B,京都府,1,0
2024-01-11,CT02298,CT02298,C,北海道,1,0
2024-01-11,CT06419,CT06419,C,福岡県,1,0
2024-01-11,CT02970,CT02970,B,東京都,1,0
2024-01-11,CT05183,CT05183,A,神奈川県,1,0
2024-01-11,CT05024,CT05024,A,愛知県,1,0
2024-01-11,CT00775,CT00775,B,愛知県,1,0
2024-01-11,CT02528,CT02528,B,北海道,1,0
2024-01-11,CT05847,CT05847,C,福岡県,1,0
2024-01-11,CT06990,CT06990,B,大阪府,1,0
2024-01-11,CT00883,CT00883,B,京都府,1,0
2024-01-11,CT02360,CT02360,B,京都府,1,0
2024-01-11,CT05746,CT05746,C,愛知県,1,0
2024-01-11,CT02906,CT02906,A,京都府,1,0
2024-01-11,CT06602,CT06602,C,大阪府,1,0
2024-01-11,CT02526,CT02526,B,福岡県,1,0
2024-01-11,CT02867,CT02867,A,京都府,1,0
2024-01-11,CT06902,CT06902,A,京都府,1,0
2024-01-11,CT06036,CT06036,C,福岡県,1,0
2024-01-11,CT06511,CT06511,B,東京都,1,0
2024-01-12,CT00448,CT00448,B,東京都,1,0
2024-01-12,CT05234,CT05234,B,愛知県,1,0
2024-01-12,CT06777,CT06777,A,京都府,1,0
2024-01-12,CT03881,CT03881,C,大阪府,1,0
2024-01-12,CT03665,CT03665,A,福岡県,1,0
2024-01-12,CT01773,CT01773,A,福岡県,1,0
2024-01-12,CT05431,CT05431,B,北海道,1,0
2024-01-12,CT03398,CT03398,C,北海道,1,0
2024-01-12,CT05340,CT05340,A,北海道,1,0
2024-01-12,CT01033,CT01033,A,北海道,1,0
2024-01-12,CT02044,CT02044,A,大阪府,1,0
2024-01-12,CT06376,CT06376,C,北海道,1,0
2024-01-12,CT01585,CT01585,A,愛知県,1,0
2024-01-12,CT03677,CT03677,B,京都府,1,0
2024-01-12,CT04909,CT04909,A,神奈川県,1,0
2024-01-12,CT04318,CT04318,A,北海道,1,0
2024-01-12,CT01079,CT01079,B,愛知県,1,0
2024-01-12,CT05280,CT05280,B,京都府,1,0
2024-01-12,CT04559,CT04559,A,福岡県,1,0
2024-01-12,CT00190,CT00190,A,神奈川県,1,0
2024-01-12,CT02552,CT02552,C,愛知県,1,0
2024-01-12,CT04882,CT04882,B,愛知県,1,0
2024-01-12,CT02454,CT02454,C,京都府,1,0
2024-01-12,CT00018,CT00018,C,神奈川県,1,0
2024-01-12,CT01927,CT01927,B,愛知県,1,0
2024-01-12,CT03787,CT03787,B,京都府,1,0
2024-01-12,CT02073,CT02073,B,神奈川県,1,0
2024-01-12,CT00217,CT00217,A,東京都,1,0
2024-01-12,CT03693,CT03693,B,京都府,1,0
2024-01-13,CT04021,CT04021,B,北海道,1,0
2024-01-13,CT00938,CT00938,A,大阪府,1,0
2024-01-13,CT02420,CT02420,C,北海道,1,0
2024-01-13,CT06787,CT06787,C,福岡県,1,0
2024-01-13,CT06866,CT06866,C,北海道,1,0
2024-01-13,CT04958,CT04958,A,北海道,1,0
2024-01-13,CT03037,CT03037,B,福岡県,1,0
2024-01-13,CT03563,CT03563,A,北海道,1,0
2024-01-13,CT06369,CT06369,B,北海道,1,0
2024-01-13,CT01549,CT01549,C,東京都,1,0
2024-01-13,CT01032,CT01032,C,福岡県,1,0
2024-01-13,CT05758,CT05758,A,北海道,1,0
2024-01-13,CT03446,CT03446,A,大阪府,1,0
2024-01-13,CT04459,CT04459,A,神奈川県,1,0
2024-01-13,CT04881,CT04881,A,大阪府,1,0
2024-01-13,CT00760,CT00760,B,福岡県,1,0
2024-01-13,CT04656,CT04656,B,東京都,1,0
2024-01-13,CT02277,CT02277,A,大阪府,1,0
2024-01-13,CT06566,CT06566,A,大阪府,1,0
2024-01-13,CT04026,CT04026,C,東京都,1,0
2024-01-13,CT01844,CT01844,A,京都府,1,0
2024-01-13,CT05440,CT05440,A,北海道,1,0
2024-01-13,CT03788,CT03788,C,大阪府,1,0
2024-01-13,CT05354,CT05354,B,神奈川県,1,0
2024-01-13,CT01322,CT01322,C,福岡県,1,0
2024-01-13,CT06221,CT06221,B,愛知県,1,0
2024-01-13,CT06153,CT06153,A,神奈川県,1,0
2024-01-13,CT06370,CT06370,C,東京都,1,0
2024-01-13,CT04952,CT04952,B,東京都,1,0
2024-01-14,CT02171,CT02171,C,大阪府,1,0
2024-01-14,CT04814,CT04814,B,北海道,1,0
2024-01-14,CT02766,CT02766,B,京都府,1,0
2024-01-14,CT02534,CT02534,B,京都府,1,0
2024-01-14,CT04793,CT04793,C,愛知県,1,0
2024-01-14,CT00665,CT00665,C,京都府,1,0
2024-01-14,CT01420,CT01420,C,北海道,1,0
2024-01-14,CT01887,CT01887,B,京都府,1,0
2024-01-14,CT03208,CT03208,A,北海道,1,0
2024-01-14,CT04960,CT04960,A,東京都,1,0
2024-01-14,CT01565,CT01565,B,大阪府,1,0
2024-01-14,CT04025,CT04025,B,愛知県,1,0
2024-01-14,CT00332,CT00332,B,東京都,1,0
2024-01-14,CT03884,CT03884,B,大阪府,1,0
2024-01-14,CT06980,CT06980,A,神奈川県,1,0
2024-01-14,CT00940,CT00940,C,大阪府,1,0
2024-01-14,CT06985,CT06985,A,神奈川県,1,0
2024-01-14,CT03349,CT03349,C,東京都,1,0
2024-01-14,CT01267,CT01267,B,京都府,1,0
2024-01-14,CT00152,CT00152,B,福岡県,1,0
2024-01-14,CT00393,CT00393,B,愛知県,1,0
2024-01-14,CT03395,CT03395,C,東京都,1,0
2024-01-14,CT00396,CT00396,C,愛知県,1,0
2024-01-14,CT02556,CT02556,A,福岡県,1,0
2024-01-14,CT06705,CT06705,C,東京都,1,0
2024-01-14,CT02409,CT02409,C,愛知県,1,0
2024-01-14,CT05070,CT05070,C,京都府,1,0
2024-01-14,CT03783,CT03783,C,北海道,1,0
2024-01-14,CT04084,CT04084,A,大阪府,1,0
2024-01-14,CT06372,CT06372,B,京都府,1,0
2024-01-14,CT05915,CT05915,C,福岡県,1,0
2024-01-14,CT06741,CT06741,B,愛知県,1,0
2024-01-14,CT04510,CT04510,A,神奈川県,1,0
2024-01-14,CT02105,CT02105,C,北海道,1,0
2024-01-14,CT00572,CT00572,B,福岡県,1,0
2024-01-14,CT05063,CT05063,C,愛知県,1,0
2024-01-14,CT03685,CT03685,C,京都府,1,0
2024-01-14,CT04389,CT04389,C,神奈川県,1,0
2024-01-14,CT06494,CT06494,A,福岡県,1,0
2024-01-14,CT02442,CT02442,A,北海道,1,0
2024-01-14,CT05305,CT05305,C,福岡県,1,0
2024-01-14,CT05060,CT05060,C,神奈川県,1,0
2024-01-14,CT06477,CT06477,C,愛知県,1,0
2024-01-14,CT04431,CT04431,C,大阪府,1,0
2024-01-14,CT06757,CT06757,A,東京都,1,0
2024-01-14,CT02931,CT02931,C,東京都,1,0
2024-01-14,CT02935,CT02935,A,東京都,1,0
2024-01-14,CT04247,CT04247,C,北海道,1,0
2024-01-14,CT00097,CT00097,B,福岡県,1,0
2024-01-14,CT03802,CT03802,A,神奈川県,1,0
2024-01-14,CT04450,CT04450,A,東京都,1,0
2024-01-14,CT05549,CT05549,B,東京都,1,0
2024-01-14,CT02457,CT02457,C,神奈川県,1,0
